,Bill Number,Representative,Party,State,Vote
2247,H. R. 9747,Cole,Republican,Oklahoma,Yea
2248,H. R. 9747,Collins,Republican,Georgia,Nay
2249,H. R. 9747,Comer,Republican,Kentucky,Yea
2250,H. R. 9747,Connolly,Democratic,Virginia,Yea
2251,H. R. 9747,Correa,Democratic,California,Yea
2252,H. R. 9747,Costa,Democratic,California,Yea
2253,H. R. 9747,Courtney,Democratic,Connecticut,Yea
2254,H. R. 9747,Craig,Democratic,Minnesota,Yea
2255,H. R. 9747,Crane,Republican,Arizona,Nay
2256,H. R. 9747,Crawford,Republican,Arkansas,Yea
2257,H. R. 9747,Crenshaw,Republican,Texas,Yea
2258,H. R. 9747,Crockett,Democratic,Texas,Yea
2259,H. R. 9747,Crow,Democratic,Colorado,Yea
2260,H. R. 9747,Cuellar,Democratic,Texas,Yea
2261,H. R. 9747,Curtis,Republican,Utah,Nay
2262,H. R. 9747,D'Esposito,Republican,New York,Yea
2263,H. R. 9747,Davids (KS),Democratic,Kansas,Yea
2264,H. R. 9747,Davidson,Republican,Ohio,Nay
2265,H. R. 9747,Davis (IL),Democratic,Illinois,Yea
2266,H. R. 9747,Davis (NC),Democratic,North Carolina,Yea
2267,H. R. 9747,De La Cruz,Republican,Texas,Yea
2268,H. R. 9747,Dean (PA),Democratic,Pennsylvania,Yea
2269,H. R. 9747,DeGette,Democratic,Colorado,Yea
2270,H. R. 9747,DeLauro,Democratic,Connecticut,Yea
2271,H. R. 9747,DelBene,Democratic,Washington,Yea
2272,H. R. 9747,Deluzio,Democratic,Pennsylvania,Yea
2273,H. R. 9747,DeSaulnier,Democratic,California,Yea
2274,H. R. 9747,DesJarlais,Republican,Tennessee,Not Voting
2275,H. R. 9747,Diaz-Balart,Republican,Florida,Yea
2276,H. R. 9747,Dingell,Democratic,Michigan,Yea
2277,H. R. 9747,Doggett,Democratic,Texas,Yea
2278,H. R. 9747,Donalds,Republican,Florida,Nay
2279,H. R. 9747,Duarte,Republican,California,Yea
2280,H. R. 9747,Duncan,Republican,South Carolina,Nay
2281,H. R. 9747,Dunn (FL),Republican,Florida,Yea
2282,H. R. 9747,Edwards,Republican,North Carolina,Yea
2283,H. R. 9747,Ellzey,Republican,Texas,Yea
2284,H. R. 9747,Emmer,Republican,Minnesota,Yea
2285,H. R. 9747,Escobar,Democratic,Texas,Yea
2286,H. R. 9747,Eshoo,Democratic,California,Yea
2287,H. R. 9747,Espaillat,Democratic,New York,Yea
2288,H. R. 9747,Estes,Republican,Kansas,Nay
2289,H. R. 9747,Evans,Democratic,Pennsylvania,Not Voting
2290,H. R. 9747,Ezell,Republican,Mississippi,Nay
2291,H. R. 9747,Fallon,Republican,Texas,Yea
2292,H. R. 9747,Feenstra,Republican,Iowa,Nay
2293,H. R. 9747,Ferguson,Republican,Georgia,Not Voting
2294,H. R. 9747,Finstad,Republican,Minnesota,Nay
2295,H. R. 9747,Fischbach,Republican,Minnesota,Nay
2296,H. R. 9747,Fitzgerald,Republican,Wisconsin,Yea
2297,H. R. 9747,Fitzpatrick,Republican,Pennsylvania,Yea
2298,H. R. 9747,Fleischmann,Republican,Tennessee,Yea
2299,H. R. 9747,Fletcher,Democratic,Texas,Yea
2300,H. R. 9747,Flood,Republican,Nebraska,Yea
2301,H. R. 9747,Fong,Republican,California,Yea
2302,H. R. 9747,Foster,Democratic,Illinois,Yea
2303,H. R. 9747,Foushee,Democratic,North Carolina,Yea
2304,H. R. 9747,Foxx,Republican,North Carolina,Yea
2305,H. R. 9747,"Frankel, Lois",Democratic,Florida,Yea
2306,H. R. 9747,"Franklin, Scott",Republican,Florida,Yea
2307,H. R. 9747,Frost,Democratic,Florida,Yea
2308,H. R. 9747,Fry,Republican,South Carolina,Nay
2309,H. R. 9747,Fulcher,Republican,Idaho,Nay
2310,H. R. 9747,Gaetz,Republican,Florida,Nay
2311,H. R. 9747,Gallego,Democratic,Arizona,Yea
2312,H. R. 9747,Garamendi,Democratic,California,Yea
2313,H. R. 9747,Garbarino,Republican,New York,Yea
2314,H. R. 9747,García (IL),Democratic,Illinois,Yea
2315,H. R. 9747,Garcia (TX),Democratic,Texas,Yea
2316,H. R. 9747,"Garcia, Mike",Republican,California,Yea
2317,H. R. 9747,"Garcia, Robert",Democratic,California,Yea
2318,H. R. 9747,Gimenez,Republican,Florida,Yea
2319,H. R. 9747,Golden (ME),Democratic,Maine,Yea
2320,H. R. 9747,Goldman (NY),Democratic,New York,Yea
2321,H. R. 9747,Gomez,Democratic,California,Yea
2322,H. R. 9747,"Gonzales, Tony",Republican,Texas,Nay
2323,H. R. 9747,"Gonzalez, V.",Democratic,Texas,Yea
2324,H. R. 9747,Good (VA),Republican,Virginia,Nay
2325,H. R. 9747,Gooden (TX),Republican,Texas,Nay
2326,H. R. 9747,Gosar,Republican,Arizona,Nay
2327,H. R. 9747,Gottheimer,Democratic,New Jersey,Yea
2328,H. R. 9747,Granger,Republican,Texas,Not Voting
2329,H. R. 9747,Graves (LA),Republican,Louisiana,Yea
2330,H. R. 9747,Graves (MO),Republican,Missouri,Yea
2331,H. R. 9747,Green (TN),Republican,Tennessee,Yea
2332,H. R. 9747,"Green, Al (TX)",Democratic,Texas,Yea
2333,H. R. 9747,Greene (GA),Republican,Georgia,Nay
2334,H. R. 9747,Griffith,Republican,Virginia,Nay
2335,H. R. 9747,Grijalva,Democratic,Arizona,Not Voting
2336,H. R. 9747,Grothman,Republican,Wisconsin,Yea
2337,H. R. 9747,Guest,Republican,Mississippi,Nay
2338,H. R. 9747,Guthrie,Republican,Kentucky,Yea
2339,H. R. 9747,Hageman,Republican,Wyoming,Nay
2340,H. R. 9747,Harder (CA),Democratic,California,Yea
2341,H. R. 9747,Harris,Republican,Maryland,Nay
2342,H. R. 9747,Harshbarger,Republican,Tennessee,Yea
2343,H. R. 9747,Hayes,Democratic,Connecticut,Yea
2344,H. R. 9747,Hern,Republican,Oklahoma,Yea
2345,H. R. 9747,Higgins (LA),Republican,Louisiana,Nay
2346,H. R. 9747,Hill,Republican,Arkansas,Yea
2347,H. R. 9747,Himes,Democratic,Connecticut,Yea
2348,H. R. 9747,Hinson,Republican,Iowa,Yea
2349,H. R. 9747,Horsford,Democratic,Nevada,Yea
2350,H. R. 9747,Houchin,Republican,Indiana,Yea
2351,H. R. 9747,Houlahan,Democratic,Pennsylvania,Yea
2352,H. R. 9747,Hoyer,Democratic,Maryland,Yea
2353,H. R. 9747,Hoyle (OR),Democratic,Oregon,Yea
2354,H. R. 9747,Hudson,Republican,North Carolina,Yea
2355,H. R. 9747,Huffman,Democratic,California,Yea
2356,H. R. 9747,Huizenga,Republican,Michigan,Yea
2357,H. R. 9747,Hunt,Republican,Texas,Not Voting
2358,H. R. 9747,Issa,Republican,California,Yea
2359,H. R. 9747,Ivey,Democratic,Maryland,Yea
2360,H. R. 9747,Jackson (IL),Democratic,Illinois,Yea
2361,H. R. 9747,Jackson (NC),Democratic,North Carolina,Yea
2362,H. R. 9747,Jackson (TX),Republican,Texas,Yea
2363,H. R. 9747,Jacobs,Democratic,California,Yea
2364,H. R. 9747,James,Republican,Michigan,Yea
2365,H. R. 9747,Jayapal,Democratic,Washington,Yea
2366,H. R. 9747,Jeffries,Democratic,New York,Yea
2367,H. R. 9747,Johnson (GA),Democratic,Georgia,Yea
2368,H. R. 9747,Johnson (LA),Republican,Louisiana,Yea
2369,H. R. 9747,Johnson (SD),Republican,South Dakota,Yea
2370,H. R. 9747,Jordan,Republican,Ohio,Nay
2371,H. R. 9747,Joyce (OH),Republican,Ohio,Yea
2372,H. R. 9747,Joyce (PA),Republican,Pennsylvania,Nay
2373,H. R. 9747,Kamlager-Dove,Democratic,California,Yea
2374,H. R. 9747,Kaptur,Democratic,Ohio,Yea
2375,H. R. 9747,Kean (NJ),Republican,New Jersey,Yea
2376,H. R. 9747,Keating,Democratic,Massachusetts,Yea
2377,H. R. 9747,Kelly (IL),Democratic,Illinois,Yea
2378,H. R. 9747,Kelly (MS),Republican,Mississippi,Nay
2379,H. R. 9747,Kelly (PA),Republican,Pennsylvania,Yea
2380,H. R. 9747,Kennedy,Democratic,New York,Yea
2381,H. R. 9747,Khanna,Democratic,California,Yea
2382,H. R. 9747,Kiggans (VA),Republican,Virginia,Yea
2383,H. R. 9747,Kildee,Democratic,Michigan,Yea
2384,H. R. 9747,Kiley,Republican,California,Yea
2385,H. R. 9747,Kilmer,Democratic,Washington,Yea
2386,H. R. 9747,Kim (CA),Republican,California,Yea
2387,H. R. 9747,Kim (NJ),Democratic,New Jersey,Yea
2388,H. R. 9747,Krishnamoorthi,Democratic,Illinois,Yea
2389,H. R. 9747,Kuster,Democratic,New Hampshire,Yea
2390,H. R. 9747,Kustoff,Republican,Tennessee,Yea
2391,H. R. 9747,LaHood,Republican,Illinois,Nay
2392,H. R. 9747,LaLota,Republican,New York,Yea
2393,H. R. 9747,LaMalfa,Republican,California,Yea
2394,H. R. 9747,Lamborn,Republican,Colorado,Yea
2395,H. R. 9747,Landsman,Democratic,Ohio,Yea
2396,H. R. 9747,Langworthy,Republican,New York,Yea
2397,H. R. 9747,Larsen (WA),Democratic,Washington,Yea
2398,H. R. 9747,Larson (CT),Democratic,Connecticut,Yea
2399,H. R. 9747,Latta,Republican,Ohio,Yea
2400,H. R. 9747,LaTurner,Republican,Kansas,Yea
2401,H. R. 9747,Lawler,Republican,New York,Yea
2402,H. R. 9747,Lee (CA),Democratic,California,Yea
2403,H. R. 9747,Lee (FL),Republican,Florida,Nay
2404,H. R. 9747,Lee (NV),Democratic,Nevada,Yea
2405,H. R. 9747,Lee (PA),Democratic,Pennsylvania,Yea
2406,H. R. 9747,Leger Fernandez,Democratic,New Mexico,Yea
2407,H. R. 9747,Lesko,Republican,Arizona,Nay
2408,H. R. 9747,Letlow,Republican,Louisiana,Yea
2409,H. R. 9747,Levin,Democratic,California,Yea
2410,H. R. 9747,Lieu,Democratic,California,Yea
2411,H. R. 9747,Lofgren,Democratic,California,Yea
2412,H. R. 9747,Lopez,Republican,Colorado,Nay
2413,H. R. 9747,Loudermilk,Republican,Georgia,Yea
2414,H. R. 9747,Lucas,Republican,Oklahoma,Yea
2415,H. R. 9747,Luetkemeyer,Republican,Missouri,Yea
2416,H. R. 9747,Luna,Republican,Florida,Nay
2417,H. R. 9747,Luttrell,Republican,Texas,Nay
2418,H. R. 9747,Lynch,Democratic,Massachusetts,Yea
2419,H. R. 9747,Mace,Republican,South Carolina,Nay
2420,H. R. 9747,Magaziner,Democratic,Rhode Island,Yea
2421,H. R. 9747,Malliotakis,Republican,New York,Yea
2422,H. R. 9747,Maloy,Republican,Utah,Yea
2423,H. R. 9747,Mann,Republican,Kansas,Nay
2424,H. R. 9747,Manning,Democratic,North Carolina,Yea
2425,H. R. 9747,Massie,Republican,Kentucky,Nay
2426,H. R. 9747,Mast,Republican,Florida,Yea
2427,H. R. 9747,Matsui,Democratic,California,Yea
2428,H. R. 9747,McBath,Democratic,Georgia,Yea
2429,H. R. 9747,McCaul,Republican,Texas,Yea
2430,H. R. 9747,McClain,Republican,Michigan,Yea
2431,H. R. 9747,McClellan,Democratic,Virginia,Yea
2432,H. R. 9747,McClintock,Republican,California,Nay
2433,H. R. 9747,McCollum,Democratic,Minnesota,Yea
2434,H. R. 9747,McCormick,Republican,Georgia,Nay
2435,H. R. 9747,McGarvey,Democratic,Kentucky,Yea
2436,H. R. 9747,McGovern,Democratic,Massachusetts,Yea
2437,H. R. 9747,McHenry,Republican,North Carolina,Yea
2438,H. R. 9747,McIver,Democratic,New Jersey,Yea
2439,H. R. 9747,Meeks,Democratic,New York,Yea
2440,H. R. 9747,Menendez,Democratic,New Jersey,Yea
2441,H. R. 9747,Meng,Democratic,New York,Yea
2442,H. R. 9747,Meuser,Republican,Pennsylvania,Yea
2443,H. R. 9747,Mfume,Democratic,Maryland,Yea
2444,H. R. 9747,Miller (IL),Republican,Illinois,Nay
2445,H. R. 9747,Miller (OH),Republican,Ohio,Nay
2446,H. R. 9747,Miller (WV),Republican,West Virginia,Yea
2447,H. R. 9747,Miller-Meeks,Republican,Iowa,Yea
2448,H. R. 9747,Mills,Republican,Florida,Nay
2449,H. R. 9747,Molinaro,Republican,New York,Yea
2450,H. R. 9747,Moolenaar,Republican,Michigan,Yea
2451,H. R. 9747,Mooney,Republican,West Virginia,Nay
2452,H. R. 9747,Moore (AL),Republican,Alabama,Nay
2453,H. R. 9747,Moore (UT),Republican,Utah,Yea
2454,H. R. 9747,Moore (WI),Democratic,Wisconsin,Yea
2455,H. R. 9747,Moran,Republican,Texas,Nay
2456,H. R. 9747,Morelle,Democratic,New York,Yea
2457,H. R. 9747,Moskowitz,Democratic,Florida,Yea
2458,H. R. 9747,Moulton,Democratic,Massachusetts,Yea
2459,H. R. 9747,Mrvan,Democratic,Indiana,Yea
2460,H. R. 9747,Mullin,Democratic,California,Yea
2461,H. R. 9747,Murphy,Republican,North Carolina,Yea
2462,H. R. 9747,Nadler,Democratic,New York,Yea
2463,H. R. 9747,Napolitano,Democratic,California,Yea
2464,H. R. 9747,Neal,Democratic,Massachusetts,Yea
2465,H. R. 9747,Neguse,Democratic,Colorado,Yea
2466,H. R. 9747,Nehls,Republican,Texas,Not Voting
2467,H. R. 9747,Newhouse,Republican,Washington,Yea
2468,H. R. 9747,Nickel,Democratic,North Carolina,Yea
2469,H. R. 9747,Norcross,Democratic,New Jersey,Yea
2470,H. R. 9747,Norman,Republican,South Carolina,Nay
2471,H. R. 9747,Nunn (IA),Republican,Iowa,Yea
2472,H. R. 9747,Obernolte,Republican,California,Yea
2473,H. R. 9747,Ocasio-Cortez,Democratic,New York,Yea
2474,H. R. 9747,Ogles,Republican,Tennessee,Nay
2475,H. R. 9747,Omar,Democratic,Minnesota,Yea
2476,H. R. 9747,Owens,Republican,Utah,Yea
2477,H. R. 9747,Pallone,Democratic,New Jersey,Yea
2478,H. R. 9747,Palmer,Republican,Alabama,Nay
2479,H. R. 9747,Panetta,Democratic,California,Yea
2480,H. R. 9747,Pappas,Democratic,New Hampshire,Yea
2481,H. R. 9747,Pelosi,Democratic,California,Yea
2482,H. R. 9747,Peltola,Democratic,Alaska,Yea
2483,H. R. 9747,Pence,Republican,Indiana,Yea
2484,H. R. 9747,Perez,Democratic,Washington,Yea
2485,H. R. 9747,Perry,Republican,Pennsylvania,Nay
2486,H. R. 9747,Peters,Democratic,California,Yea
2487,H. R. 9747,Pettersen,Democratic,Colorado,Yea
2488,H. R. 9747,Pfluger,Republican,Texas,Yea
2489,H. R. 9747,Phillips,Democratic,Minnesota,Yea
2490,H. R. 9747,Pingree,Democratic,Maine,Yea
2491,H. R. 9747,Pocan,Democratic,Wisconsin,Yea
2492,H. R. 9747,Porter,Democratic,California,Yea
2493,H. R. 9747,Posey,Republican,Florida,Nay
2494,H. R. 9747,Pressley,Democratic,Massachusetts,Yea
2495,H. R. 9747,Quigley,Democratic,Illinois,Yea
2496,H. R. 9747,Ramirez,Democratic,Illinois,Yea
2497,H. R. 9747,Raskin,Democratic,Maryland,Yea
2498,H. R. 9747,Reschenthaler,Republican,Pennsylvania,Yea
2499,H. R. 9747,Rodgers (WA),Republican,Washington,Yea
2500,H. R. 9747,Rogers (AL),Republican,Alabama,Yea
2501,H. R. 9747,Rogers (KY),Republican,Kentucky,Yea
2502,H. R. 9747,Rose,Republican,Tennessee,Nay
2503,H. R. 9747,Rosendale,Republican,Montana,Nay
2504,H. R. 9747,Ross,Democratic,North Carolina,Yea
2505,H. R. 9747,Rouzer,Republican,North Carolina,Yea
2506,H. R. 9747,Roy,Republican,Texas,Nay
2507,H. R. 9747,Ruiz,Democratic,California,Yea
2508,H. R. 9747,Rulli,Republican,Ohio,Yea
2509,H. R. 9747,Ruppersberger,Democratic,Maryland,Yea
2510,H. R. 9747,Rutherford,Republican,Florida,Yea
2511,H. R. 9747,Ryan,Democratic,New York,Yea
2512,H. R. 9747,Salazar,Republican,Florida,Yea
2513,H. R. 9747,Salinas,Democratic,Oregon,Yea
2514,H. R. 9747,Sánchez,Democratic,California,Yea
2515,H. R. 9747,Sarbanes,Democratic,Maryland,Yea
2516,H. R. 9747,Scalise,Republican,Louisiana,Yea
2517,H. R. 9747,Scanlon,Democratic,Pennsylvania,Yea
2518,H. R. 9747,Schakowsky,Democratic,Illinois,Yea
2519,H. R. 9747,Schiff,Democratic,California,Yea
2520,H. R. 9747,Schneider,Democratic,Illinois,Yea
2521,H. R. 9747,Scholten,Democratic,Michigan,Yea
2522,H. R. 9747,Schrier,Democratic,Washington,Yea
2523,H. R. 9747,Schweikert,Republican,Arizona,Nay
2524,H. R. 9747,Scott (VA),Democratic,Virginia,Yea
2525,H. R. 9747,"Scott, Austin",Republican,Georgia,Yea
2526,H. R. 9747,"Scott, David",Democratic,Georgia,Yea
2527,H. R. 9747,Self,Republican,Texas,Nay
2528,H. R. 9747,Sessions,Republican,Texas,Yea
2529,H. R. 9747,Sewell,Democratic,Alabama,Yea
2530,H. R. 9747,Sherman,Democratic,California,Yea
2531,H. R. 9747,Sherrill,Democratic,New Jersey,Yea
2532,H. R. 9747,Simpson,Republican,Idaho,Yea
2533,H. R. 9747,Slotkin,Democratic,Michigan,Yea
2534,H. R. 9747,Smith (MO),Republican,Missouri,Yea
2535,H. R. 9747,Smith (NE),Republican,Nebraska,Yea
2536,H. R. 9747,Smith (NJ),Republican,New Jersey,Yea
2537,H. R. 9747,Smith (WA),Democratic,Washington,Yea
2538,H. R. 9747,Smucker,Republican,Pennsylvania,Yea
2539,H. R. 9747,Sorensen,Democratic,Illinois,Yea
2540,H. R. 9747,Soto,Democratic,Florida,Yea
2541,H. R. 9747,Spanberger,Democratic,Virginia,Yea
2542,H. R. 9747,Spartz,Republican,Indiana,Nay
2543,H. R. 9747,Stansbury,Democratic,New Mexico,Yea
2544,H. R. 9747,Stanton,Democratic,Arizona,Yea
2545,H. R. 9747,Stauber,Republican,Minnesota,Yea
2546,H. R. 9747,Steel,Republican,California,Yea
2547,H. R. 9747,Stefanik,Republican,New York,Yea
2548,H. R. 9747,Steil,Republican,Wisconsin,Yea
2549,H. R. 9747,Steube,Republican,Florida,Not Voting
2550,H. R. 9747,Stevens,Democratic,Michigan,Yea
2551,H. R. 9747,Strickland,Democratic,Washington,Yea
2552,H. R. 9747,Strong,Republican,Alabama,Yea
2553,H. R. 9747,Suozzi,Democratic,New York,Yea
2554,H. R. 9747,Swalwell,Democratic,California,Yea
2555,H. R. 9747,Sykes,Democratic,Ohio,Yea
2556,H. R. 9747,Takano,Democratic,California,Yea
2557,H. R. 9747,Tenney,Republican,New York,Nay
2558,H. R. 9747,Thanedar,Democratic,Michigan,Yea
2559,H. R. 9747,Thompson (CA),Democratic,California,Yea
2560,H. R. 9747,Thompson (MS),Democratic,Mississippi,Yea
2561,H. R. 9747,Thompson (PA),Republican,Pennsylvania,Yea
2562,H. R. 9747,Tiffany,Republican,Wisconsin,Nay
2563,H. R. 9747,Timmons,Republican,South Carolina,Nay
2564,H. R. 9747,Titus,Democratic,Nevada,Yea
2565,H. R. 9747,Tlaib,Democratic,Michigan,Yea
2566,H. R. 9747,Tokuda,Democratic,Hawaii,Yea
2567,H. R. 9747,Tonko,Democratic,New York,Yea
2568,H. R. 9747,Torres (CA),Democratic,California,Yea
2569,H. R. 9747,Torres (NY),Democratic,New York,Yea
2570,H. R. 9747,Trahan,Democratic,Massachusetts,Yea
2571,H. R. 9747,Trone,Democratic,Maryland,Yea
2572,H. R. 9747,Turner,Republican,Ohio,Yea
2573,H. R. 9747,Underwood,Democratic,Illinois,Yea
2574,H. R. 9747,Valadao,Republican,California,Yea
2575,H. R. 9747,Van Drew,Republican,New Jersey,Nay
2576,H. R. 9747,Van Duyne,Republican,Texas,Nay
2577,H. R. 9747,Van Orden,Republican,Wisconsin,Nay
2578,H. R. 9747,Vargas,Democratic,California,Yea
2579,H. R. 9747,Vasquez,Democratic,New Mexico,Yea
2580,H. R. 9747,Veasey,Democratic,Texas,Yea
2581,H. R. 9747,Velázquez,Democratic,New York,Yea
2582,H. R. 9747,Wagner,Republican,Missouri,Yea
2583,H. R. 9747,Walberg,Republican,Michigan,Yea
2584,H. R. 9747,Waltz,Republican,Florida,Nay
2585,H. R. 9747,Wasserman Schultz,Democratic,Florida,Yea
2586,H. R. 9747,Waters,Democratic,California,Yea
2587,H. R. 9747,Watson Coleman,Democratic,New Jersey,Yea
2588,H. R. 9747,Weber (TX),Republican,Texas,Nay
2589,H. R. 9747,Webster (FL),Republican,Florida,Nay
2590,H. R. 9747,Wenstrup,Republican,Ohio,Yea
2591,H. R. 9747,Westerman,Republican,Arkansas,Nay
2592,H. R. 9747,Wexton,Democratic,Virginia,Yea
2593,H. R. 9747,Wild,Democratic,Pennsylvania,Yea
2594,H. R. 9747,Williams (GA),Democratic,Georgia,Yea
2595,H. R. 9747,Williams (NY),Republican,New York,Yea
2596,H. R. 9747,Williams (TX),Republican,Texas,Nay
2597,H. R. 9747,Wilson (FL),Democratic,Florida,Yea
2598,H. R. 9747,Wilson (SC),Republican,South Carolina,Yea
2599,H. R. 9747,Wittman,Republican,Virginia,Yea
2600,H. R. 9747,Womack,Republican,Arkansas,Yea
2601,H. R. 9747,Yakym,Republican,Indiana,Nay
2602,H. R. 9747,Zinke,Republican,Montana,Yea
2603,H. R. 9747,N/A,N/A,N/A,N/A
2604,H. R. 6513,Adams,Democratic,North Carolina,Yea
2605,H. R. 6513,Aderholt,Republican,Alabama,Yea
2606,H. R. 6513,Aguilar,Democratic,California,Yea
2607,H. R. 6513,Alford,Republican,Missouri,Yea
2608,H. R. 6513,Allen,Republican,Georgia,Yea
2609,H. R. 6513,Allred,Democratic,Texas,Yea
2610,H. R. 6513,Amo,Democratic,Rhode Island,Yea
2611,H. R. 6513,Amodei,Republican,Nevada,Yea
2612,H. R. 6513,Armstrong,Republican,North Dakota,Yea
2613,H. R. 6513,Arrington,Republican,Texas,Yea
2614,H. R. 6513,Auchincloss,Democratic,Massachusetts,Yea
2615,H. R. 6513,Babin,Republican,Texas,Yea
2616,H. R. 6513,Bacon,Republican,Nebraska,Not Voting
2617,H. R. 6513,Baird,Republican,Indiana,Yea
2618,H. R. 6513,Balderson,Republican,Ohio,Yea
2619,H. R. 6513,Balint,Democratic,Vermont,Yea
2620,H. R. 6513,Banks,Republican,Indiana,Yea
2621,H. R. 6513,Barr,Republican,Kentucky,Yea
2622,H. R. 6513,Barragán,Democratic,California,Yea
2623,H. R. 6513,Bean (FL),Republican,Florida,Yea
2624,H. R. 6513,Beatty,Democratic,Ohio,Yea
2625,H. R. 6513,Bentz,Republican,Oregon,Yea
2626,H. R. 6513,Bera,Democratic,California,Yea
2627,H. R. 6513,Bergman,Republican,Michigan,Yea
2628,H. R. 6513,Beyer,Democratic,Virginia,Yea
2629,H. R. 6513,Bice,Republican,Oklahoma,Yea
2630,H. R. 6513,Biggs,Republican,Arizona,Yea
2631,H. R. 6513,Bilirakis,Republican,Florida,Yea
2632,H. R. 6513,Bishop (GA),Democratic,Georgia,Yea
2633,H. R. 6513,Bishop (NC),Republican,North Carolina,Yea
2634,H. R. 6513,Blumenauer,Democratic,Oregon,Yea
2635,H. R. 6513,Blunt Rochester,Democratic,Delaware,Not Voting
2636,H. R. 6513,Boebert,Republican,Colorado,Yea
2637,H. R. 6513,Bonamici,Democratic,Oregon,Yea
2638,H. R. 6513,Bost,Republican,Illinois,Yea
2639,H. R. 6513,Bowman,Democratic,New York,Not Voting
2640,H. R. 6513,Boyle (PA),Democratic,Pennsylvania,Yea
2641,H. R. 6513,Brecheen,Republican,Oklahoma,Yea
2642,H. R. 6513,Brown,Democratic,Ohio,Yea
2643,H. R. 6513,Brownley,Democratic,California,Yea
2644,H. R. 6513,Buchanan,Republican,Florida,Yea
2645,H. R. 6513,Bucshon,Republican,Indiana,Yea
2646,H. R. 6513,Budzinski,Democratic,Illinois,Yea
2647,H. R. 6513,Burchett,Republican,Tennessee,Yea
2648,H. R. 6513,Burgess,Republican,Texas,Yea
2649,H. R. 6513,Burlison,Republican,Missouri,Yea
2650,H. R. 6513,Bush,Democratic,Missouri,Yea
2651,H. R. 6513,Calvert,Republican,California,Yea
2652,H. R. 6513,Cammack,Republican,Florida,Yea
2653,H. R. 6513,Caraveo,Democratic,Colorado,Yea
2654,H. R. 6513,Carbajal,Democratic,California,Yea
2655,H. R. 6513,Cárdenas,Democratic,California,Yea
2656,H. R. 6513,Carey,Republican,Ohio,Yea
2657,H. R. 6513,Carl,Republican,Alabama,Yea
2658,H. R. 6513,Carson,Democratic,Indiana,Yea
2659,H. R. 6513,Carter (GA),Republican,Georgia,Yea
2660,H. R. 6513,Carter (LA),Democratic,Louisiana,Yea
2661,H. R. 6513,Carter (TX),Republican,Texas,Yea
2662,H. R. 6513,Cartwright,Democratic,Pennsylvania,Yea
2663,H. R. 6513,Casar,Democratic,Texas,Yea
2664,H. R. 6513,Case,Democratic,Hawaii,Yea
2665,H. R. 6513,Casten,Democratic,Illinois,Yea
2666,H. R. 6513,Castor (FL),Democratic,Florida,Yea
2667,H. R. 6513,Castro (TX),Democratic,Texas,Yea
2668,H. R. 6513,Chavez-DeRemer,Republican,Oregon,Yea
2669,H. R. 6513,Cherfilus-McCormick,Democratic,Florida,Yea
2670,H. R. 6513,Chu,Democratic,California,Yea
2671,H. R. 6513,Ciscomani,Republican,Arizona,Yea
2672,H. R. 6513,Clark (MA),Democratic,Massachusetts,Yea
2673,H. R. 6513,Clarke (NY),Democratic,New York,Yea
2674,H. R. 6513,Cleaver,Democratic,Missouri,Yea
2675,H. R. 6513,Cline,Republican,Virginia,Yea
2676,H. R. 6513,Cloud,Republican,Texas,Yea
2677,H. R. 6513,Clyburn,Democratic,South Carolina,Yea
2678,H. R. 6513,Clyde,Republican,Georgia,Yea
2679,H. R. 6513,Cohen,Democratic,Tennessee,Yea
2680,H. R. 6513,Cole,Republican,Oklahoma,Yea
2681,H. R. 6513,Collins,Republican,Georgia,Yea
2682,H. R. 6513,Comer,Republican,Kentucky,Yea
2683,H. R. 6513,Connolly,Democratic,Virginia,Yea
2684,H. R. 6513,Correa,Democratic,California,Yea
2685,H. R. 6513,Costa,Democratic,California,Yea
2686,H. R. 6513,Courtney,Democratic,Connecticut,Yea
2687,H. R. 6513,Craig,Democratic,Minnesota,Yea
2688,H. R. 6513,Crane,Republican,Arizona,Yea
2689,H. R. 6513,Crawford,Republican,Arkansas,Yea
2690,H. R. 6513,Crenshaw,Republican,Texas,Yea
2691,H. R. 6513,Crockett,Democratic,Texas,Yea
2692,H. R. 6513,Crow,Democratic,Colorado,Yea
2693,H. R. 6513,Cuellar,Democratic,Texas,Yea
2694,H. R. 6513,Curtis,Republican,Utah,Yea
2695,H. R. 6513,D'Esposito,Republican,New York,Yea
2696,H. R. 6513,Davids (KS),Democratic,Kansas,Yea
2697,H. R. 6513,Davidson,Republican,Ohio,Yea
2698,H. R. 6513,Davis (IL),Democratic,Illinois,Yea
2699,H. R. 6513,Davis (NC),Democratic,North Carolina,Yea
2700,H. R. 6513,De La Cruz,Republican,Texas,Yea
2701,H. R. 6513,Dean (PA),Democratic,Pennsylvania,Yea
2702,H. R. 6513,DeGette,Democratic,Colorado,Yea
2703,H. R. 6513,DeLauro,Democratic,Connecticut,Yea
2704,H. R. 6513,DelBene,Democratic,Washington,Yea
2705,H. R. 6513,Deluzio,Democratic,Pennsylvania,Yea
2706,H. R. 6513,DeSaulnier,Democratic,California,Yea
2707,H. R. 6513,DesJarlais,Republican,Tennessee,Not Voting
2708,H. R. 6513,Diaz-Balart,Republican,Florida,Yea
2709,H. R. 6513,Dingell,Democratic,Michigan,Yea
2710,H. R. 6513,Doggett,Democratic,Texas,Yea
